20-10-2025, 5883/2,5856,#RELYSAL 6.5 OINT,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5813/2,5004,*****DYNAGLIPT LM,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D081/13,6699,****AJADUO M 25 F,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D158/3,6417,****ALOBICAL  10S,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5933/1,5128,****CHIM TEL 10S,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5803/11,6089,****ECOTEARS PLUS,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D166/13,4831,***AMLOVAS T 80  ,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5933/1,5144,***CHIM RAB D  10,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D135/3,9248,***CUVIA ULTRA SU,442.37, 16 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 16 ,7077.92
20-10-2025, 5D166/9,4790,***EMPAHOPE M 100,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D166/9,4791,***EMPAHOPE M 500,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D166/5,4830,***EMPAJOY M 1000,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D166/5,4829,***EMPAJOY M 500 ,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5031/22,1233,***INSUGEN 30/70 ,230.25, 3 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 3 ,690.75
20-10-2025, 5D081/26,6853,***NOVEGROW 5% SO,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5104/2,0045,***OMEFLOX DROPS ,43.07, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D146/1,5783,***SG EMPA S 25/1,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5813/4,6760,***UV SMART HYDRA,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D009/16,5758,**BETAVERT 8 15S*,81.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D005/2,5877,**GLIMY SM 1 FORT,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5628/1,6450,**GLYCOPRL RESPUL,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5951/1,6632,**SURGISPON  SPON,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5763/6,5009,**TELPRES CT 80 1,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D230/1,8479,*BUXOFOS 40  10S,61.07, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D215/1,3901,*CLEAR NAC (600) ,201.23, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D213/1,7103,*CORIMINIC SYP  6,68.85, 1 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 1 ,68.85
20-10-2025, 5637/1,9659,*DELTONE 60MG 10S,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D257/1,1623,*DEPIWHITE ADV/CR,406.06, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5917/1,4448,*FUNGIREX GEL  30,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D186/1,4965,*HEPCARVI 6.25  1,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5799/1,1715,*LULIBOR 1% LOTIO,186.43, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5783/1,5898,*LUPRIDE DEPOT 45,21375.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5900/1,3765,*MANFORCE CON (OV,86.40, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D005/22,8807,*RAZO EAZY 3G SAC,15.28, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5530/2,2110,*RAZOLE 10S,20.66, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5666/1,0782,*REVITAL H 10S+2 ,73.22, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D169/3,0131,*ROSULESS 10  10 ,55.90, 8 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 8 ,447.20
20-10-2025, 5631/4,8361,*SENSODENT K 120G,91.29, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5631/3,8359,*SENSODENT KF 125,101.57, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5631/3,8765,*SENSODENT KF 50G,53.36, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5631/3,9916,*SENSODENT KF 75G,74.12, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D140/3,2985,*SUCRAFEX O SUSP ,153.90, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5632/1,8791,*SUPLINORM 100 10,96.43, 90 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 90 ,8678.70
20-10-2025, 5D040/1,9056,*TALSIL FORTE SUS,109.93, 59 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 59 ,6485.87
20-10-2025, 5D140/2,2116,*TBN EYE/EAR DROP,54.65, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D169/4,5300,*TRICIUM PLUS  10,0.00, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5D257/1,1817,*WOSULIN 30/70 10,584.09, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5555/24,9492,*ZUCAPRIDE 10 15S,113.88, 4 , 0 , 0 , 0 , 2 , 0 ,302.86, 0 , 0 , 0 , 2 ,227.76
20-10-2025, 5853/2,2190,+BIOBOUNCE  10 S,128.14, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5540/1,2856,+VINTEL 80 TAB,65.76, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5533/2,2933,2 HER SYRUP  150M,112.44, 0 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 0 ,0.00
20-10-2025, 5533/2,2934,2 HER TAB  10S,77.63, 37 , 0 , 0 , 0 , 0 , 0 ,0.00, 0 , 0 , 0 , 37 ,2872.31
20-10-2025, 5655/1,9863,2KFOL 10S,106.07, 8 , 30 , 0 , 0 , 13 , 4 ,1532.18, 0 , 0 , 0 , 21 ,2227.47
20-10-2025, 5799/2,1712,36 D 60K  4S,89.87, 143 , 0 , 0 , 0 , 25 , 8 ,2496.50, 0 , 0 , 0 , 110 ,9885.70
20-10-2025, 5D035/1,1705,3G FORTE CAP  10 ,146.82, 126 , 50 , 0 , 0 , 54 , 1 ,8809.56, 0 , 0 , 0 , 121 ,17765.22
